left,top,right,bottom,id
2.2112284720536453,41.3979137302408944,2.2152284720536453,41.3939137302408966,164
2.2112284720536453,41.4059137302408971,2.2152284720536453,41.4019137302408993,162
2.2112284720536453,41.4019137302408993,2.2152284720536453,41.3979137302409015,163
2.2112284720536453,41.4139137302408926,2.2152284720536453,41.4099137302408948,160
2.1752284720536452,41.4139137302408926,2.1792284720536452,41.4099137302408948,34
2.2112284720536453,41.4099137302408948,2.2152284720536453,41.4059137302408971,161
2.1752284720536452,41.4099137302408948,2.1792284720536452,41.4059137302408971,35
2.2192284720536453,41.4059137302408971,2.2232284720536453,41.4019137302408993,190
2.1752284720536452,41.4179137302408975,2.1792284720536452,41.4139137302408997,33
2.2192284720536453,41.4139137302408926,2.2232284720536453,41.4099137302408948,188
2.1832284720536452,41.4139137302408926,2.1872284720536452,41.4099137302408948,62
2.2192284720536453,41.4099137302408948,2.2232284720536453,41.4059137302408971,189
2.1832284720536452,41.4099137302408948,2.1872284720536452,41.4059137302408971,63
2.1832284720536452,41.4219137302408953,2.1872284720536452,41.4179137302408975,60
2.2192284720536453,41.4179137302408975,2.2232284720536453,41.4139137302408997,187
2.1832284720536452,41.4179137302408975,2.1872284720536452,41.4139137302408997,61
2.1792284720536452,41.3939137302408966,2.1832284720536452,41.3899137302408988,53
2.2152284720536453,41.4059137302408971,2.2192284720536453,41.4019137302408993,176
2.2152284720536453,41.4019137302408993,2.2192284720536453,41.3979137302409015,177
2.2072284720536453,41.4299137302408980,2.2112284720536453,41.4259137302409002,142
2.1792284720536452,41.4139137302408926,2.1832284720536452,41.4099137302408948,48
2.2072284720536453,41.4259137302408931,2.2112284720536453,41.4219137302408953,143
2.1792284720536452,41.4099137302408948,2.1832284720536452,41.4059137302408971,49
2.2032284720536452,41.3899137302408988,2.2072284720536453,41.3859137302409010,138
2.2032284720536452,41.3979137302408944,2.2072284720536453,41.3939137302408966,136
2.2032284720536452,41.3939137302408966,2.2072284720536453,41.3899137302408988,137
2.2032284720536452,41.4059137302408971,2.2072284720536453,41.4019137302408993,134
2.2032284720536452,41.4019137302408993,2.2072284720536453,41.3979137302409015,135
2.2032284720536452,41.4139137302408926,2.2072284720536453,41.4099137302408948,132
2.2032284720536452,41.4099137302408948,2.2072284720536453,41.4059137302408971,133
2.2032284720536452,41.4219137302408953,2.2072284720536453,41.4179137302408975,130
2.2032284720536452,41.4179137302408975,2.2072284720536453,41.4139137302408997,131
2.2032284720536452,41.4299137302408980,2.2072284720536453,41.4259137302409002,128
2.2032284720536452,41.4259137302408931,2.2072284720536453,41.4219137302408953,129
2.2112284720536453,41.4219137302408953,2.2152284720536453,41.4179137302408975,158
2.2112284720536453,41.4179137302408975,2.2152284720536453,41.4139137302408997,159
2.2112284720536453,41.4259137302408931,2.2152284720536453,41.4219137302408953,157
2.2072284720536453,41.3979137302408944,2.2112284720536453,41.3939137302408966,150
2.2072284720536453,41.3939137302408966,2.2112284720536453,41.3899137302408988,151
2.2072284720536453,41.4059137302408971,2.2112284720536453,41.4019137302408993,148
2.2072284720536453,41.4019137302408993,2.2112284720536453,41.3979137302409015,149
2.2072284720536453,41.4139137302408926,2.2112284720536453,41.4099137302408948,146
2.2072284720536453,41.4099137302408948,2.2112284720536453,41.4059137302408971,147
2.2072284720536453,41.4219137302408953,2.2112284720536453,41.4179137302408975,144
2.2072284720536453,41.4179137302408975,2.2112284720536453,41.4139137302408997,145
2.1952284720536452,41.3899137302408988,2.1992284720536452,41.3859137302409010,110
2.1952284720536452,41.3859137302408939,2.1992284720536452,41.3819137302408961,111
2.1952284720536452,41.3979137302408944,2.1992284720536452,41.3939137302408966,108
2.1952284720536452,41.3939137302408966,2.1992284720536452,41.3899137302408988,109
2.1952284720536452,41.4059137302408971,2.1992284720536452,41.4019137302408993,106
2.1952284720536452,41.4019137302408993,2.1992284720536452,41.3979137302409015,107
2.1952284720536452,41.4139137302408926,2.1992284720536452,41.4099137302408948,104
2.1952284720536452,41.4099137302408948,2.1992284720536452,41.4059137302408971,105
2.1952284720536452,41.4219137302408953,2.1992284720536452,41.4179137302408975,102
2.1952284720536452,41.4179137302408975,2.1992284720536452,41.4139137302408997,103
2.1952284720536452,41.4299137302408980,2.1992284720536452,41.4259137302409002,100
2.1952284720536452,41.4259137302408931,2.1992284720536452,41.4219137302408953,101
2.1952284720536452,41.4339137302408957,2.1992284720536452,41.4299137302408980,99
2.1912284720536452,41.3899137302408988,2.1952284720536452,41.3859137302409010,96
2.1992284720536452,41.3899137302408988,2.2032284720536452,41.3859137302409010,124
2.1992284720536452,41.3859137302408939,2.2032284720536452,41.3819137302408961,125
2.1992284720536452,41.3979137302408944,2.2032284720536452,41.3939137302408966,122
2.1992284720536452,41.3939137302408966,2.2032284720536452,41.3899137302408988,123
2.1992284720536452,41.4059137302408971,2.2032284720536452,41.4019137302408993,120
2.1992284720536452,41.4019137302408993,2.2032284720536452,41.3979137302409015,121
2.1992284720536452,41.4139137302408926,2.2032284720536452,41.4099137302408948,118
2.1992284720536452,41.4099137302408948,2.2032284720536452,41.4059137302408971,119
2.1992284720536452,41.4219137302408953,2.2032284720536452,41.4179137302408975,116
2.1992284720536452,41.4179137302408975,2.2032284720536452,41.4139137302408997,117
2.1992284720536452,41.4299137302408980,2.2032284720536452,41.4259137302409002,114
2.1992284720536452,41.4259137302408931,2.2032284720536452,41.4219137302408953,115
2.1992284720536452,41.4339137302408957,2.2032284720536452,41.4299137302408980,113
2.2232284720536453,41.4059137302408971,2.2272284720536453,41.4019137302408993,204
2.1872284720536452,41.4059137302408971,2.1912284720536452,41.4019137302408993,78
2.1872284720536452,41.4019137302408993,2.1912284720536452,41.3979137302409015,79
2.2232284720536453,41.4139137302408926,2.2272284720536453,41.4099137302408948,202
2.1872284720536452,41.4139137302408926,2.1912284720536452,41.4099137302408948,76
2.2232284720536453,41.4099137302408948,2.2272284720536453,41.4059137302408971,203
2.1872284720536452,41.4099137302408948,2.1912284720536452,41.4059137302408971,77
2.1872284720536452,41.4179137302408975,2.1912284720536452,41.4139137302408997,75
2.1832284720536452,41.3899137302408988,2.1872284720536452,41.3859137302409010,68
2.1832284720536452,41.3979137302408944,2.1872284720536452,41.3939137302408966,66
2.1832284720536452,41.3939137302408966,2.1872284720536452,41.3899137302408988,67
2.1832284720536452,41.4059137302408971,2.1872284720536452,41.4019137302408993,64
2.1832284720536452,41.4019137302408993,2.1872284720536452,41.3979137302409015,65
2.1912284720536452,41.3979137302408944,2.1952284720536452,41.3939137302408966,94
2.1912284720536452,41.3939137302408966,2.1952284720536452,41.3899137302408988,95
2.1912284720536452,41.4059137302408971,2.1952284720536452,41.4019137302408993,92
2.1912284720536452,41.4019137302408993,2.1952284720536452,41.3979137302409015,93
2.2272284720536453,41.4139137302408926,2.2312284720536453,41.4099137302408948,216
2.1912284720536452,41.4139137302408926,2.1952284720536452,41.4099137302408948,90
2.2272284720536453,41.4099137302408948,2.2312284720536453,41.4059137302408971,217
2.1912284720536452,41.4099137302408948,2.1952284720536452,41.4059137302408971,91
2.1912284720536452,41.4219137302408953,2.1952284720536452,41.4179137302408975,88
2.1912284720536452,41.4179137302408975,2.1952284720536452,41.4139137302408997,89
2.1912284720536452,41.4259137302408931,2.1952284720536452,41.4219137302408953,87
2.1872284720536452,41.3899137302408988,2.1912284720536452,41.3859137302409010,82
2.1872284720536452,41.3979137302408944,2.1912284720536452,41.3939137302408966,80
2.1872284720536452,41.3939137302408966,2.1912284720536452,41.3899137302408988,81
2.2152284720536453,41.4139137302408926,2.2192284720536453,41.4099137302408948,174
2.2152284720536453,41.4099137302408948,2.2192284720536453,41.4059137302408971,175
2.2152284720536453,41.4219137302408953,2.2192284720536453,41.4179137302408975,172
2.2152284720536453,41.4179137302408975,2.2192284720536453,41.4139137302408997,173
2.1792284720536452,41.4179137302408975,2.1832284720536452,41.4139137302408997,47